Work ID,Work Category,Work Title,State,IDA (Nodal Agency),Hon'ble MP,Constituency,Work Description,Recommended Date,Sanction Date,Sanction Amount (INR),Disbursed Amount (INR),Vendor Name,Expenditure Date,Work Status
WS/MP18221/2025-2026/140887,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140888,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP313/2024-2025/140889,Normal/Others,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Arunachal Pradesh,LOHIT(DEPUTY COMMISSIONER LOHIT_IDA),Shri Tapir Gao,ARUNACHAL EAST,Flood protection work at Mawai Nallah in Lohit District,14-Sep-2024,04-Feb-2025,1000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140890,Normal/Others,Construction of buildings for community cultural activities,Arunachal Pradesh,ANJAW(Deputy Commisioner Anjaw_IDA),Shri Tapir Gao,ARUNACHAL EAST,Extension of Welcome Gate at Tidding in Anjaw District,14-Sep-2024,05-Feb-2025,2000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140891,Normal/Others,Construction of culverts and bridges,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,"C/o Culvert at Lekong Nallah, Ralung in East Siang District",15-Sep-2024,05-Feb-2025,1000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140892,Normal/Others,Construction of public irrigation facilities,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o MIC at Ledum Sika Nallah in East Siang District,15-Sep-2024,12-Mar-2025,500000.0,0.0,,,Work Completed
WS/MP18221/2025-2026/140893,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140894,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140895,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140896,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140897,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140898,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140899,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140900,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140901,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140902,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP313/2024-2025/140903,Normal/Others,Construction of boundary walls of existing public and community buildings,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,Protection Wall at LP School Ruksin Village in East Siang District,15-Sep-2024,05-Feb-2025,1000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140904,Normal/Others,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,"Protection work to protect cultivation field at Kumdum, Rayang Village in East Siang District",15-Sep-2024,05-Feb-2025,1000000.0,0.0,,,Work Completed
WS/MP18221/2025-2026/140905,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140906,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140907,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140908,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140909,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140911,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140912,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140913,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140914,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP313/2024-2025/140915,Normal/Others,Construction of public irrigation facilities,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Irrigation Channel at WRC field Mirem Peneng in East Siang District,15-Sep-2024,18-Feb-2025,500000.0,0.0,,,Work Completed
WS/MP18221/2025-2026/140916,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140917,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140918,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140919,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140921,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140922,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140923,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140924,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140925,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140926,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140927,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140928,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140929,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140930,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140931,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140932,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140933,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140934,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140935,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,05-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140936,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140937,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140938,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140939,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140940,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140941,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140942,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140943,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140944,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140945,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS Pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140946,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140947,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140948,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140949,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140950,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140951,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140952,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140954,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140955,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast Light,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140956,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140957,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140958,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140959,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140960,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140961,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140962,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP18221/2025-2026/140963,Normal/Others,Lighting of public spaces,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED Semi High Mast LIght,15-Sep-2024,06-Jun-2025,243000.0,0.0,,,Vendor Identification
WS/MP313/2024-2025/140976,Normal/Others,Development of playground,Arunachal Pradesh,NAMSAI(Deputy Commisioner Namsai_IDA),Shri Tapir Gao,ARUNACHAL EAST,Land development work at Panghun near NH-15 in Namsai District,15-Sep-2024,24-Nov-2024,498889.0,0.0,,,Physical Inspection
WS/MP313/2024-2025/140977,Normal/Others,Construction of culverts and bridges,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Culvert near WRC field at 10 mile Sille Block in East Siang District,15-Sep-2024,05-Feb-2025,2000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140978,Normal/Others,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,Flood Protection work at Jone River near WRC field Debing in East Siang District,15-Sep-2024,05-Feb-2025,500000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140979,Normal/Others,Construction of culverts and bridges,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Culvert at Mirem Yober cultivation field in East Siang District,15-Sep-2024,18-Feb-2025,1000000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140980,Normal/Others,Construction of culverts and bridges,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Culvert at Jone Rikmeng in East Siang District,15-Sep-2024,05-Feb-2025,500000.0,0.0,,,Work Completed
WS/MP313/2024-2025/140981,Normal/Others,Construction of culverts and bridges,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Culvert at PMGP Road near Jampani under Sika Bamin Village in East Siang District,15-Sep-2024,05-Feb-2025,800000.0,0.0,,,Work Completed
WS/MP18221/2024-2025/140982,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140983,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140984,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140985,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140987,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,23-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140988,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,23-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140989,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
WS/MP18221/2024-2025/140990,Normal/Others,Lighting of public spaces,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),MS pole with LED semi High Mast Light,15-Sep-2024,28-Jan-2025,238871.64,0.0,,,Physical Inspection
